Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,International student (bachelor),1st choice,Communication Design,daytime,,133.1,Portuguese,,,elementary occupations,armed forces professions,126.3,no,no,no,no,male,no,38,no,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,dropout
single,Change of institution/course (International),1st choice,Equinculture,daytime,secondary education,146.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,"personal services, security and safety workers",specialists in intellectual and scientific activities,137.8,no,no,no,yes,male,no,18,no,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,dropout
single,Short cycle diploma holders,4th choice,Tourism,daytime,secondary education,122.0,Portuguese,secondary education,secondary education,administrative staff,specialists in intellectual and scientific activities,116.1,yes,no,no,yes,male,no,19,no,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Equinculture,daytime,secondary education,121.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,elementary occupations,115.4,yes,no,no,yes,male,no,18,no,0,6,8,6,13.714285714285714,0,0,6,7,5,13.333333333333334,0,15.5,2.8,-4.06,dropout
single,Technological specialization diploma holders,1st choice,Journalism and Communication,daytime,secondary education,127.0,Portuguese,secondary education,secondary education,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",110.0,no,no,yes,no,male,no,19,no,0,6,10,3,11.666666666666666,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,dropout
single,International student (bachelor),1st choice,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,,,,,97.4,no,no,yes,no,male,no,44,no,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,dropout
single,Change of institution/course (1st cycle),1st choice,Veterinary Nursing,daytime,,130.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,130.0,yes,yes,no,yes,male,no,26,no,2,6,20,4,12.5,0,1,6,16,3,10.0,0,15.5,2.8,-4.06,dropout
single,Technological specialization diploma holders,1st choice,Equinculture,daytime,secondary education,156.0,Portuguese,,secondary education,elementary occupations,administrative staff,156.0,no,no,yes,no,male,no,24,no,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,130.0,Portuguese,,secondary education,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",126.1,yes,no,no,no,male,no,27,no,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,110.0,Portuguese,secondary education,secondary education,elementary occupations,administrative staff,120.0,no,no,yes,no,male,no,27,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,dropout
single,Technological specialization diploma holders,1st choice,Communication Design,daytime,secondary education,108.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",105.2,yes,no,no,yes,male,no,25,no,11,17,18,13,11.538461538461538,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,secondary education,120.0,Portuguese,basic education 3rd cycle,higher education - bachelor,specialists in intellectual and scientific activities,"farmers and skilled workers in agriculture, fisheries, and forestry",120.0,yes,no,no,yes,male,no,21,no,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,150.0,Portuguese,,,elementary occupations,elementary occupations,137.8,yes,no,no,yes,male,yes,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,non-dropout
single,Short cycle diploma holders,2nd choice,Communication Design,daytime,secondary education,152.0,Portuguese,,,intermediate level technicians,intermediate level technicians,134.2,yes,no,no,yes,male,no,20,no,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,non-dropout
single,Change of institution/course (1st cycle),1st choice,Informatics Engineering,daytime,,150.0,Portuguese,,basic education 3rd cycle,"personal services, security and safety workers",specialists in intellectual and scientific activities,150.0,no,no,no,yes,male,no,20,no,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma holders,5th choice,Informatics Engineering,daytime,secondary education,123.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,elementary occupations,116.0,yes,no,yes,no,male,no,20,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,dropout
single,1st phase - general contingent,1st choice,Informatics Engineering,daytime,secondary education,150.0,Portuguese,secondary education,secondary education,intermediate level technicians,intermediate level technicians,143.4,no,no,no,no,male,yes,18,no,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,1st choice,Animation and Multimedia Design,daytime,secondary education,145.0,Portuguese,12th year of schooling - not completed,12th year of schooling - not completed,intermediate level technicians,intermediate level technicians,143.6,no,no,yes,yes,male,no,19,no,5,12,12,10,12.7,0,4,11,16,10,12.272727272727272,0,8.9,1.4,3.51,non-dropout
single,Change of institution/course (1st cycle),1st choice,Equinculture,daytime,,150.0,Portuguese,secondary education,,administrative staff,installation and machine operators,150.0,yes,no,no,no,female,no,22,no,1,6,10,3,12.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,dropout
single,1st phase - general contingent,4th choice,Advertising and Marketing Management,daytime,secondary education,125.0,Portuguese,12th year of schooling - not completed,,specialists in intellectual and scientific activities,"personal services, security and safety workers",118.0,yes,no,no,yes,female,no,19,no,0,6,7,6,14.428571428571429,0,0,6,8,6,15.0,2,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,4th choice,Nursing,daytime,secondary education,117.0,Portuguese,secondary education,secondary education,administrative staff,"skilled workers in industry, construction, and craftsmen",109.3,yes,no,no,yes,female,yes,18,no,0,7,7,7,13.117142857142856,0,0,8,9,7,12.6,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,2nd choice,Social Service,daytime,secondary education,121.0,Portuguese,,,,,119.3,yes,no,yes,yes,female,no,20,no,0,6,7,6,12.666666666666666,0,0,6,7,6,11.833333333333334,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,1st choice,Animation and Multimedia Design,daytime,secondary education,140.0,Moldova (Republic of),secondary education,secondary education,"personal services, security and safety workers","skilled workers in industry, construction, and craftsmen",146.3,yes,no,no,yes,female,yes,18,yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,dropout
single,International student (bachelor),1st choice,Journalism and Communication,daytime,secondary education,130.0,Portuguese,secondary education,,representatives of the legislative power and executive bodies,intermediate level technicians,161.5,no,no,no,yes,male,no,36,no,0,6,7,6,15.285714285714286,0,0,6,6,6,16.5,0,10.8,1.4,1.74,non-dropout
single,Change of course institution,1st choice,Management,daytime,secondary education,140.0,Brazilian,,higher education - bachelor,"farmers and skilled workers in agriculture, fisheries, and forestry",administrative staff,140.0,no,no,yes,yes,male,no,19,yes,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,non-dropout
single,Change of institution/course (CET),1st choice,Management,daytime,,140.0,Portuguese,secondary education,secondary education,"farmers and skilled workers in agriculture, fisheries, and forestry","farmers and skilled workers in agriculture, fisheries, and forestry",142.2,no,no,no,yes,male,yes,21,no,6,11,11,11,12.636363636363637,0,3,9,11,9,12.6,0,8.9,1.4,3.51,non-dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,140.0,Portuguese,,,elementary occupations,elementary occupations,129.2,yes,no,no,yes,female,no,26,no,0,5,6,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,140.0,Moldova (Republic of),secondary education,secondary education,elementary occupations,elementary occupations,100.0,no,no,yes,no,female,no,29,yes,3,9,9,3,14.333333333333334,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,dropout
single,Change of institution/course (1st cycle),1st choice,Tourism,daytime,,170.0,Portuguese,,higher education - bachelor,elementary occupations,intermediate level technicians,170.0,no,no,no,no,male,no,26,no,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,non-dropout
single,Holders of other higher education courses,1st choice,Nursing,daytime,,140.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,"farmers and skilled workers in agriculture, fisheries, and forestry",140.0,no,no,no,yes,male,no,27,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,dropout
single,Short cycle diploma (CET),1st choice,Management,daytime,secondary education,116.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,115.2,no,no,yes,yes,male,no,32,no,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,8.9,1.4,3.51,non-dropout
single,Change of institution/course,3rd choice,Basic Education,daytime,secondary education,134.0,Portuguese,,,elementary occupations,"personal services, security and safety workers",121.4,yes,no,no,yes,female,yes,23,no,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,non-dropout
single,International student (bachelor),1st choice,Management,daytime,secondary education,133.1,Moldova (Republic of),,,elementary occupations,installation and machine operators,134.8,no,no,no,yes,female,no,24,yes,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,2nd choice,Journalism and Communication,daytime,secondary education,140.0,Portuguese,secondary education,secondary education,elementary occupations,elementary occupations,136.9,yes,no,no,yes,female,yes,19,no,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,non-dropout
single,Transfer,1st choice,Agronomy,daytime,secondary education,140.0,Portuguese,,,administrative staff,administrative staff,140.0,yes,no,no,yes,male,no,25,no,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,non-dropout
single,Short cycle diploma holders,6th choice,Tourism,daytime,secondary education,108.0,Portuguese,secondary education,,administrative staff,"personal services, security and safety workers",112.2,yes,no,no,yes,male,no,19,no,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,3rd choice,Journalism and Communication,daytime,secondary education,149.0,Portuguese,secondary education,basic education 3rd cycle,other,other,148.7,no,no,no,no,male,no,20,no,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,dropout
married,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,140.0,Portuguese,,,administrative staff,"skilled workers in industry, construction, and craftsmen",133.0,no,no,no,yes,male,no,33,no,3,9,11,9,12.8,0,2,7,9,7,11.428571428571429,0,12.7,3.7,-1.7,non-dropout
married,International student (bachelor),1st choice,Management (evening),evening,secondary education,140.0,Portuguese,,higher education - doctorate,elementary occupations,elementary occupations,150.0,no,no,yes,yes,male,no,35,no,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,133.1,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",98.0,yes,no,no,yes,male,no,23,no,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,125.0,Portuguese,,,elementary occupations,elementary occupations,122.4,yes,no,no,yes,male,no,19,no,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,secondary education,,elementary occupations,armed forces professions,139.0,no,no,no,yes,male,no,21,no,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,5th choice,Communication Design,daytime,secondary education,133.1,Portuguese,secondary education,,intermediate level technicians,intermediate level technicians,112.0,yes,no,no,yes,male,yes,21,no,0,6,6,6,13.5,0,0,6,6,6,11.166666666666666,0,11.1,0.6,2.02,non-dropout
single,International student (bachelor),1st choice,Nursing,daytime,secondary education,130.0,Portuguese,,,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",143.8,no,no,no,yes,male,no,27,no,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,3rd choice,Management,daytime,secondary education,122.0,Portuguese,basic education 3rd cycle,,,,116.1,yes,no,yes,yes,male,no,19,no,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,non-dropout
single,Holders of other higher education courses,2nd choice,Nursing,daytime,,140.0,Portuguese,,,elementary occupations,elementary occupations,138.0,no,no,no,yes,male,no,28,no,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,dropout
single,Technological specialization diploma holders,1st choice,Management,daytime,secondary education,123.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",110.0,no,no,no,yes,male,no,25,no,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,non-dropout
married,International student (bachelor),1st choice,Social Service,daytime,,133.1,Portuguese,,,elementary occupations,administrative staff,103.5,no,no,no,yes,male,no,42,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,dropout
single,Holders of other higher education courses,1st choice,Management (evening),evening,,140.0,Portuguese,,,elementary occupations,elementary occupations,140.0,no,no,no,yes,male,no,27,no,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Communication Design,daytime,secondary education,116.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,other,representatives of the legislative power and executive bodies,108.7,yes,no,no,yes,male,no,23,no,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,3rd choice,Tourism,daytime,secondary education,118.0,Portuguese,,secondary education,administrative staff,administrative staff,115.9,yes,no,no,yes,male,yes,18,no,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,non-dropout
married,International student (bachelor),1st choice,Nursing,daytime,secondary education,140.0,Portuguese,,,elementary occupations,administrative staff,127.3,no,no,no,yes,male,no,26,no,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,4th choice,Management,daytime,secondary education,146.0,Portuguese,basic education 3rd cycle,secondary education,intermediate level technicians,armed forces professions,138.7,no,no,no,yes,male,no,18,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,150.0,Portuguese,basic education 3rd cycle,basic education 2nd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,135.8,no,no,yes,yes,male,no,29,no,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,dropout
single,Short cycle diploma holders,1st choice,Veterinary Nursing,daytime,secondary education,137.0,Portuguese,secondary education,secondary education,administrative staff,"skilled workers in industry, construction, and craftsmen",134.6,yes,no,no,yes,male,no,22,no,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,dropout
single,Technological specialization diploma holders,1st choice,Nursing,daytime,secondary education,136.0,Portuguese,,,,,118.4,yes,no,no,yes,female,no,21,no,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,134.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",elementary occupations,132.8,yes,no,no,yes,female,yes,19,no,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,160.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",155.5,yes,no,no,yes,female,yes,18,no,0,6,7,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,3rd choice,Veterinary Nursing,daytime,secondary education,126.0,Portuguese,,secondary education,elementary occupations,elementary occupations,132.0,yes,no,no,yes,female,yes,18,no,0,5,8,3,15.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,,133.1,Portuguese,,,administrative staff,elementary occupations,110.0,no,no,yes,no,female,no,40,no,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,dropout
single,Short cycle diploma holders,3rd choice,Tourism,daytime,secondary education,114.0,Brazilian,,basic education 3rd cycle,elementary occupations,intermediate level technicians,127.3,yes,no,yes,no,female,no,20,yes,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,139.0,Portuguese,basic education 3rd cycle,secondary education,administrative staff,representatives of the legislative power and executive bodies,126.0,yes,no,no,yes,male,no,18,no,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,dropout
single,Technological specialization diploma holders,2nd choice,Social Service (evening),evening,,130.0,Portuguese,,,other,other,130.0,no,no,no,yes,male,no,31,no,8,12,21,12,12.333333333333334,0,6,10,13,7,13.285714285714286,2,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,2nd choice,Management,daytime,secondary education,131.0,Portuguese,secondary education,secondary education,elementary occupations,elementary occupations,118.8,no,no,no,yes,male,yes,18,no,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,non-dropout
single,Technological specialization diploma holders,2nd choice,Advertising and Marketing Management,daytime,secondary education,130.0,Portuguese,,secondary education,administrative staff,administrative staff,127.6,yes,no,no,yes,male,no,22,no,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,dropout
single,Short cycle diploma (CET),1st choice,Management,daytime,,133.1,Portuguese,,,elementary occupations,"personal services, security and safety workers",112.1,no,no,yes,no,male,no,38,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,dropout
single,Technological specialization diploma holders,1st choice,Management (evening),evening,,130.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,elementary occupations,130.0,no,no,no,yes,male,no,33,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,dropout
single,1st phase - general contingent,3rd choice,Informatics Engineering,daytime,secondary education,117.0,Portuguese,secondary education,secondary education,intermediate level technicians,"personal services, security and safety workers",111.1,no,no,no,yes,male,yes,19,no,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,127.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,representatives of the legislative power and executive bodies,representatives of the legislative power and executive bodies,121.4,no,no,no,yes,male,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,dropout
single,1st phase - general contingent,5th choice,Informatics Engineering,daytime,secondary education,131.0,Portuguese,secondary education,,administrative staff,"skilled workers in industry, construction, and craftsmen",126.8,no,no,no,no,male,yes,18,no,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma (CET),1st choice,Management (evening),evening,secondary education,134.0,Portuguese,secondary education,secondary education,"personal services, security and safety workers",intermediate level technicians,120.6,yes,no,no,yes,male,no,27,no,2,6,6,6,12.333333333333334,0,0,5,5,5,13.0,0,11.1,0.6,2.02,non-dropout
single,International student (bachelor),1st choice,Tourism,daytime,secondary education,130.0,Portuguese,,,elementary occupations,elementary occupations,126.5,no,no,no,yes,male,no,26,no,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,6th choice,Nursing,daytime,secondary education,127.0,Portuguese,secondary education,,intermediate level technicians,intermediate level technicians,120.2,yes,no,no,yes,female,yes,19,no,0,7,7,7,12.765714285714289,0,0,8,9,8,13.544444444444444,0,12.4,0.5,1.79,non-dropout
married,Short cycle diploma (CET),1st choice,Nursing,daytime,secondary education,130.0,Portuguese,,,"personal services, security and safety workers","personal services, security and safety workers",120.0,no,no,no,yes,male,no,44,no,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,dropout
single,1st phase - general contingent,2nd choice,Management,daytime,secondary education,142.0,Portuguese,,,elementary occupations,elementary occupations,137.5,yes,no,no,yes,male,no,19,no,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,non-dropout
single,Change of institution/course (International),1st choice,Communication Design,daytime,secondary education,117.0,Portuguese,secondary education,,administrative staff,"skilled workers in industry, construction, and craftsmen",127.9,yes,no,no,yes,male,no,20,no,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,,133.1,Portuguese,,,representatives of the legislative power and executive bodies,representatives of the legislative power and executive bodies,140.0,no,no,yes,yes,male,no,24,no,0,6,10,6,14.88888888888889,0,0,6,11,6,13.727272727272728,0,16.2,0.3,-0.92,non-dropout
divorced,Technological specialization diploma holders,1st choice,Management (evening),evening,secondary education,164.0,Portuguese,,,"farmers and skilled workers in agriculture, fisheries, and forestry","farmers and skilled workers in agriculture, fisheries, and forestry",131.8,no,no,no,yes,female,no,31,no,7,14,19,13,11.357142857142858,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,non-dropout
single,Technological specialization diploma holders,1st choice,Communication Design,daytime,secondary education,130.0,Portuguese,,,elementary occupations,elementary occupations,129.0,yes,no,no,yes,female,no,25,no,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,non-dropout
single,Short cycle diploma holders,4th choice,Journalism and Communication,daytime,secondary education,127.0,Portuguese,higher education - bachelor,,elementary occupations,elementary occupations,115.8,yes,no,yes,no,female,no,19,no,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,dropout
single,Short cycle diploma holders,3rd choice,Nursing,daytime,secondary education,140.0,Portuguese,basic education 3rd cycle,higher education - bachelor,intermediate level technicians,intermediate level technicians,126.4,yes,no,no,yes,female,no,18,no,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,dropout
single,Technological specialization diploma holders,1st choice,Veterinary Nursing,daytime,secondary education,130.0,Portuguese,,,administrative staff,elementary occupations,130.0,yes,no,no,no,female,no,19,no,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,122.0,Portuguese,basic education 3rd cycle,secondary education,administrative staff,intermediate level technicians,114.8,yes,no,no,yes,female,yes,19,no,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Management,daytime,secondary education,162.0,Portuguese,secondary education,,administrative staff,"personal services, security and safety workers",138.6,yes,no,no,yes,female,no,19,no,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,non-dropout
single,International student (bachelor),1st choice,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,secondary education,secondary education,administrative staff,administrative staff,112.9,no,no,no,yes,female,no,24,no,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,120.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,intermediate level technicians,intermediate level technicians,111.6,no,no,no,yes,female,no,20,no,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,160.0,Portuguese,,,"personal services, security and safety workers",intermediate level technicians,152.0,no,no,no,yes,female,no,18,no,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,141.0,Portuguese,,secondary education,"personal services, security and safety workers","skilled workers in industry, construction, and craftsmen",132.6,no,no,no,yes,female,yes,18,no,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Veterinary Nursing,daytime,secondary education,125.0,Portuguese,secondary education,,administrative staff,elementary occupations,118.4,yes,no,no,yes,female,no,21,no,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,non-dropout
single,Holders of other higher education courses,1st choice,Nursing,daytime,,120.0,Portuguese,,,administrative staff,"personal services, security and safety workers",120.0,no,no,yes,no,female,no,28,no,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,128.0,Portuguese,,,"personal services, security and safety workers","farmers and skilled workers in agriculture, fisheries, and forestry",122.1,no,no,no,yes,female,yes,18,no,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,1st choice,Basic Education,daytime,secondary education,162.0,Portuguese,,,elementary occupations,installation and machine operators,142.8,no,no,yes,yes,female,no,18,no,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,130.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,124.8,no,no,no,yes,female,yes,18,no,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,2nd choice,Management,daytime,secondary education,134.0,Portuguese,,,elementary occupations,installation and machine operators,126.3,yes,no,no,yes,female,yes,18,no,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,non-dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,133.1,Portuguese,,,elementary occupations,elementary occupations,119.0,yes,no,no,no,female,yes,19,no,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,1st choice,Nursing,daytime,secondary education,137.0,Portuguese,,,intermediate level technicians,elementary occupations,124.9,no,no,no,yes,female,yes,19,no,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,non-dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,133.1,Portuguese,,,,,118.0,no,no,yes,yes,female,yes,20,no,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,non-dropout
